feature,importance,ranker,selection_split,selection_scope,n_selection_scopes,n_train_rows,n_train_positive,n_train_negative,rank,fold,feature_strategy,selected_feature_k,selected
strong__mel_band_28_max,0.01256770332971726,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1140,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_de_maxPos,0.012565457601269831,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1141,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_lpc2,0.012559952916009743,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1142,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_31_std,0.012553210880596301,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1143,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_7_pctlrange0_1,0.012552731451062515,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1144,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_10_mean,0.012547356408204431,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1145,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_28_skew,0.01252434466359557,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1146,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_39_max,0.012518726680673276,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1147,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_percentile1_0,0.012509441704451955,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1148,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_7_rqmean,0.01250610519500151,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1149,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_de_13_linregc1,0.012504502537488672,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1150,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_de_lpc3,0.012496548711796868,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1151,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_logHNR_sma_de_leftctime,0.012494798951625866,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1152,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_6_linregc2,0.012489620045645336,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1153,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_11_linregc1,0.012486328399353085,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1154,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_3_pctlrange0_1,0.0124815276534206,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1155,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_04_std,0.01247167337584697,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1156,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_logHNR_sma_de_lpc1,0.012455477048228145,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1157,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_15_kurtosis,0.012451424522772918,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1158,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_9_linregerrA,0.01243515476507679,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1159,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_5_linregc2,0.012434299794533385,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1160,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_56_std,0.012432843318165195,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1161,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_de_peakMeanRel,0.012426752841310867,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1162,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_32_max,0.012407024594874716,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1163,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_shimmerLocal_sma_de_percentile99_0,0.012396926601225492,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1164,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_17_mean,0.012392101265432245,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1165,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_32_kurtosis,0.012392027738353517,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1166,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_de_lpc2,0.012367510774161348,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1167,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_10_percentile99_0,0.012363792273106645,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1168,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_6_quartile1,0.012360989222982663,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1169,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_07_iqr,0.012359321089509219,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1170,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_22_min,0.012350171090768174,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1171,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_minRangeRel,0.012341329847556929,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1172,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_F0final_sma_de_kurtosis,0.012305433306913235,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1173,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_21_std,0.012295371931301239,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1174,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_32_kurtosis,0.012295233607271866,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1175,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_34_skew,0.012289643172753738,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1176,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_63_median,0.012288858285738538,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1177,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_de_minPos,0.012248453458453075,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1178,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_de_stddevFallingSlope,0.012237981039310597,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1179,8,compare_is10_top800_lightgbm,800.0,False
strong__chroma_06_std,0.012236817652742371,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1180,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_25_mean,0.012224180889346464,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1181,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_30_skew,0.01221101469218315,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1182,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_qregerrQ,0.012178499378645962,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1183,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_3_percentile99_0,0.012137541303743718,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1184,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_64_q25,0.012131824864376953,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1185,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_23_upleveltime90,0.012126471113331243,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1186,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_zcr_sma_quartile2,0.0121208562829552,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1187,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_F0final_sma_de_upleveltime75,0.012118683451077247,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1188,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_maxPos,0.012107377207701603,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1189,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_28_q75,0.01209022012948746,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1190,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_12_flatness,0.012089402504491956,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1191,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_31_mean,0.012078604209068495,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1192,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_13_pctlrange0_1,0.012049437239155374,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1193,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_11_kurtosis,0.012048476828065034,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1194,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_lpc4,0.012048179809707432,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1195,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_10_peakDistStddev,0.01204640206462586,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1196,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_36_iqr,0.01203279305596599,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1197,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_pcm_loudness_sma_quartile1,0.0120240929983261,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1198,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_18_min,0.012021950139887893,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1199,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_de_percentile99_0,0.012012779431343011,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1200,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_de_leftctime,0.012005493072443715,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1201,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_26_min,0.012001737468344667,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1202,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_02_min,0.012000675787768587,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1203,8,compare_is10_top800_lightgbm,800.0,False
strong__spectral_flatness_std,0.011989523728154997,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1204,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband1000_4000_sma_de_peakDistStddev,0.011987013331324577,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1205,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_35_skew,0.011986647635959405,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1206,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_40_std,0.011981618694179023,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1207,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_08_mean,0.011978855899645638,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1208,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_de_6_skewness,0.011968379163939828,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1209,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_stddevRisingSlope,0.011968029376808048,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1210,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_de_stddev,0.011967643311144019,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1211,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_stddevRisingSlope,0.011965832585578585,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1212,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_upleveltime75,0.011964530923481698,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1213,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_12_min,0.011957024080347644,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1214,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_12_stddevRisingSlope,0.011953875317151651,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1215,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_peakRangeAbs,0.011943415265690621,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1216,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_10_mean,0.011929008614328412,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1217,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_psySharpness_sma_de_maxSegLen,0.011925399773382549,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1218,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_4_quartile2,0.011891850764179852,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1219,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_10_meanRisingSlope,0.011891740861567454,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1220,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralHarmonicity_sma_de_peakRangeRel,0.011881207186026272,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1221,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSkewness_sma_skewness,0.011879192951475126,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1222,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralSlope_sma_segLenStddev,0.011874225751100562,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1223,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_pcm_loudness_sma_pctlrange0_1,0.011869546887456232,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1224,8,compare_is10_top800_lightgbm,800.0,False
strong__spectral_contrast_03_q25,0.011854590965535589,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1225,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_22_kurtosis,0.011832173548646203,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1226,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_23_std,0.011827351704904189,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1227,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_6_meanRisingSlope,0.011826335129989861,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1228,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_04_median,0.011821029879655713,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1229,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_10_quartile1,0.01182072068761951,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1230,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_shimmerLocal_sma_de_upleveltime75,0.01180859609173769,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1231,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_3_maxSegLen,0.011794156750895889,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1232,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_jitterLocal_sma_lpc4,0.011792456024944276,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1233,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_5_quartile3,0.011790320393112091,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1234,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_2_range,0.011776361160814038,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1235,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_4_lpc4,0.011772426783092175,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1236,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_19_lpgain,0.011768391038883148,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1237,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_fband250_650_sma_de_lpc2,0.011766189785588221,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1238,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_12_lpc3,0.011764631603227887,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1239,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralCentroid_sma_maxPos,0.011763622351921004,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1240,8,compare_is10_top800_lightgbm,800.0,False
strong__spectral_contrast_06_kurtosis,0.011760038052335192,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1241,8,compare_is10_top800_lightgbm,800.0,False
strong__tonnetz_03_q75,0.011759557943791445,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1242,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralEntropy_sma_de_minRangeRel,0.011754569936611621,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1243,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_19_skew,0.01173544397201164,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1244,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_14_qregc3,0.011732425190722633,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1245,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_meanRisingSlope,0.011730911677517646,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1246,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_8_iqr2_3,0.011715499800407616,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1247,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_de_lpc4,0.011704518802803704,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1248,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_mfcc_sma_4_kurtosis,0.011697631119753442,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1249,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_4_stddevFallingSlope,0.011684082494479468,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1250,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_14_linregerrQ,0.011682308580954108,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1251,8,compare_is10_top800_lightgbm,800.0,False
strong__mel_band_40_std,0.011682146006568955,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1252,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_pcm_loudness_sma_amean,0.01167218221438862,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1253,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralRollOff75_0_sma_peakRangeRel,0.011663951546635222,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1254,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_7_percentile1_0,0.011643014759468382,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1255,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_27_skew,0.011632509796348445,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1256,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_25_segLenStddev,0.011624820493537495,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1257,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_0_meanSegLen,0.011621980534372016,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1258,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_06_min,0.011612582502992045,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1259,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralFlux_sma_de_upleveltime50,0.011612346110523895,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1260,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_20_centroid,0.01160692722302256,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1261,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_leftctime,0.01158450941812748,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1262,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_25_skew,0.011578429441677206,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1263,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_jitterDDP_sma_de_posamean,0.011576563789055928,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1264,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_5_meanFallingSlope,0.011573475554747966,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1265,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_13_qregerrQ,0.011572775446976576,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1266,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_de_lpc0,0.011570192008074544,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1267,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_2_peakRangeRel,0.011564870413000602,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1268,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_27_max,0.011552477608183847,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1269,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_17_meanPeakDist,0.011549670289997248,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1270,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_logMelFreqBand_sma_1_skewness,0.011548535470348134,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1271,8,compare_is10_top800_lightgbm,800.0,False
is10__opensmile_is10_lspFreq_sma_1_linregc1,0.011548169241475134,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1272,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_32_median,0.011547119637576233,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1273,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_03_mean,0.011543777962800006,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1274,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_voicingFinalUnclipped_sma_lpc2,0.01154349062033436,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1275,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_1_pctlrange0_1,0.011541940149587164,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1276,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_31_max,0.011541273167801772,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1277,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_jitterLocal_sma_iqr1_2,0.011541240575323602,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1278,8,compare_is10_top800_lightgbm,800.0,False
strong__mfcc_01_skew,0.011536150910652345,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1279,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_10_maxPos,0.01152543011936596,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1280,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_10_meanFallingSlope,0.011521202991349112,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1281,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_3_qregerrQ,0.01152073544448966,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1282,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_mfcc_sma_de_11_maxSegLen,0.011517895339822046,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1283,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_audSpec_Rfilt_sma_de_2_quartile3,0.011514392521431655,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1284,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_fftMag_spectralVariance_sma_de_kurtosis,0.011509879966727268,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1285,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_shimmerLocal_sma_de_minPos,0.011508855098191264,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1286,8,compare_is10_top800_lightgbm,800.0,False
strong__delta2_mfcc_17_skew,0.01150824491073911,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1287,8,compare_is10_top800_lightgbm,800.0,False
strong__delta_mfcc_10_kurtosis,0.011500465639108214,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1288,8,compare_is10_top800_lightgbm,800.0,False
compare2016__opensmile_compare2016_pcm_RMSenergy_sma_de_peakMeanMeanDist,0.011498439667384869,lightgbm,train,global,1.0,7188.0,2286.0,4902.0,1289,8,compare_is10_top800_lightgbm,800.0,False
